checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
3,48,1,9,2751,4,3,4,3,2,3,0,38,1,1,2,1,2,1,1
0,36,2,0,9857,0,1,1,3,2,3,1,31,1,1,2,3,2,1,1
0,6,3,6,753,2,0,2,0,1,3,3,64,1,1,1,1,1,0,1
1,12,3,3,1620,2,0,2,0,0,3,1,30,1,1,1,1,1,0,1
3,14,2,4,802,2,0,4,3,2,2,0,27,1,1,2,3,1,0,1
3,27,2,0,5117,2,1,3,3,2,4,0,26,1,1,2,1,1,0,1
3,36,3,3,3349,2,0,4,0,2,2,0,28,1,1,1,0,1,1,1
0,12,1,4,2366,1,1,3,1,2,3,0,36,1,1,1,0,1,1,1
3,36,3,0,5742,0,1,2,3,2,2,0,31,1,1,2,1,1,1,1
1,18,3,4,2249,0,1,4,3,2,3,0,30,1,1,1,0,2,1,1
3,24,3,4,1525,3,1,4,0,2,3,0,34,1,1,1,1,2,1,1
2,18,3,6,2100,2,0,4,3,0,2,3,37,2,1,1,1,1,0,1
1,48,4,3,7119,2,0,3,3,2,4,2,53,1,0,2,1,2,0,1
2,6,1,2,1047,2,0,2,0,2,4,1,50,1,1,1,3,1,0,1
0,30,3,6,1715,4,0,4,0,2,1,0,26,1,1,1,1,1,0,1
3,15,1,6,1829,2,3,4,3,2,4,0,46,1,1,2,1,1,1,1
1,18,0,6,1940,2,2,3,3,0,4,2,36,0,0,1,0,1,1,1
3,24,3,6,1552,2,1,3,3,2,1,0,32,0,1,1,1,2,0,1
3,12,1,6,1291,2,0,4,0,2,2,1,35,1,1,2,1,1,0,1
3,9,3,3,1980,2,2,2,0,0,2,0,19,1,2,2,1,1,0,1
3,24,3,4,1469,0,3,4,2,2,4,3,41,1,2,1,3,1,0,1
1,12,3,4,2579,2,2,4,3,2,1,3,33,1,1,1,3,2,0,1
1,24,3,3,3021,2,0,2,1,2,2,3,24,1,2,1,3,1,0,1
3,18,1,2,1864,0,0,4,0,2,2,3,30,1,1,2,1,1,0,1
0,12,1,4,1995,0,2,4,3,2,1,0,27,1,1,1,1,1,0,1
1,18,3,6,3509,2,1,4,0,1,1,3,25,1,1,1,1,1,0,1
0,36,2,0,4455,2,0,2,1,2,2,3,30,2,1,2,0,1,1,1
3,12,3,6,886,4,0,4,0,2,2,0,21,1,1,1,1,1,0,1
1,12,0,8,339,2,3,4,2,2,1,0,45,0,1,1,3,1,0,1
1,48,3,6,6999,2,1,1,2,1,1,3,34,1,1,2,1,1,1,1
3,18,1,6,1800,2,0,4,3,2,2,0,24,1,1,2,1,1,0,1
0,20,4,9,6148,0,3,3,2,2,4,0,31,0,1,2,1,1,1,1
0,24,2,3,2333,4,2,4,3,2,2,1,29,0,1,1,3,1,0,1
3,36,3,9,8133,2,0,1,0,2,2,1,30,0,1,1,1,1,0,1
2,36,3,6,3913,2,0,2,3,2,2,3,23,1,1,1,1,1,1,1
0,12,3,3,951,0,2,4,0,2,4,0,27,0,2,4,1,1,0,1
3,36,2,0,9572,2,2,1,1,2,1,0,28,1,1,2,1,1,0,1
3,24,1,6,2872,0,3,3,3,2,4,3,36,1,1,1,1,2,1,1
1,48,1,9,6143,2,3,4,0,2,4,2,58,2,0,2,3,1,0,1
3,12,3,6,2279,4,0,4,3,2,4,2,37,1,0,1,1,1,1,1
3,24,3,4,7393,2,0,1,3,2,4,1,43,1,1,1,3,2,0,1
2,12,3,6,3399,4,3,2,3,2,3,0,37,1,1,1,0,1,0,1
1,21,3,3,3599,2,1,1,0,2,4,0,26,1,2,1,3,1,0,1
1,15,1,3,975,2,0,2,1,2,3,1,25,1,1,2,1,1,0,1
0,18,3,6,866,2,0,4,2,1,2,3,25,1,1,1,3,1,0,1
3,24,3,9,2603,3,0,2,0,2,4,0,28,1,2,1,1,1,1,1
1,12,1,4,4843,2,3,3,3,0,4,1,43,1,2,2,1,1,1,1
3,21,3,6,3160,4,3,4,3,2,3,1,41,1,1,1,1,1,1,1
0,42,0,9,9283,2,4,1,3,2,2,2,55,0,0,1,0,1,1,1
3,24,1,4,2022,2,0,4,0,2,4,0,37,1,1,1,1,1,1,1
3,24,3,6,3430,1,3,3,3,2,2,0,31,1,1,1,1,2,1,1
0,9,3,4,276,2,0,4,2,2,4,3,22,1,2,1,3,1,0,1
2,10,3,4,3949,2,2,1,3,1,1,1,37,1,1,1,3,2,0,1
0,12,1,9,1860,2,4,4,3,2,2,0,34,1,1,2,0,1,1,1
0,24,3,3,4351,4,0,1,0,2,4,1,48,1,1,1,3,1,1,1
1,15,1,3,1478,2,3,4,3,2,4,0,44,1,1,2,1,2,1,1
0,12,3,6,1155,2,3,3,2,1,3,3,40,0,1,2,3,1,0,1
3,12,3,4,640,2,0,4,1,2,2,3,49,1,1,1,3,1,0,1
1,24,1,9,2957,2,3,4,3,2,4,1,63,1,1,2,1,1,1,1
2,6,3,4,709,3,2,2,2,2,2,3,27,1,1,1,2,1,0,0
0,60,0,5,14782,0,3,3,0,2,4,2,60,0,0,2,0,1,1,1
0,18,4,4,2278,0,2,3,0,2,3,0,28,1,1,2,1,1,0,1
1,6,3,3,1374,2,0,1,3,2,2,3,36,0,1,1,3,1,1,1
2,15,1,9,2360,1,0,2,3,2,2,0,36,1,1,1,1,1,1,1
3,24,3,6,2397,1,3,3,3,2,2,0,35,0,1,2,1,1,1,1
3,9,3,3,2301,0,2,2,0,2,4,1,22,1,2,1,1,1,0,1
3,24,1,4,1940,3,3,4,3,2,4,3,60,1,1,1,1,1,1,1
3,12,3,4,1884,2,3,4,3,2,4,0,39,1,1,1,0,1,1,1
0,6,0,2,433,3,2,4,0,2,2,1,24,0,2,1,1,2,0,1
0,36,3,3,9034,0,2,4,3,0,1,2,29,1,2,1,0,1,1,1
3,18,3,4,2662,4,1,4,3,2,3,1,32,1,1,1,1,1,0,0
3,36,3,6,2394,4,0,4,0,2,4,0,25,1,1,1,1,1,0,1
3,24,3,6,3621,0,3,2,3,2,4,0,31,1,1,2,1,1,0,1
1,24,3,9,6579,2,4,4,3,2,2,2,29,1,0,1,0,1,1,1
1,24,3,6,2384,2,3,4,3,2,4,3,64,0,2,1,3,1,0,1
0,18,3,4,6260,2,1,3,3,2,3,3,28,1,2,1,3,1,0,1
3,12,3,3,1768,2,0,3,3,2,2,3,24,1,2,1,3,1,0,1
0,39,2,2,11760,0,1,2,3,2,3,2,32,1,2,1,1,1,1,1
0,48,3,4,8487,4,1,1,0,2,2,0,24,1,1,1,1,1,0,1
0,12,3,4,685,2,1,2,2,2,3,0,25,0,1,1,3,1,0,1
3,18,3,6,1126,4,2,4,0,2,2,3,21,1,2,1,1,1,1,1
3,12,1,6,1655,2,3,2,3,2,4,3,63,1,1,2,3,1,1,1
1,24,3,4,2303,2,3,4,3,0,1,3,45,1,1,1,1,1,0,1
1,36,3,4,1842,2,2,4,0,2,4,0,34,1,1,1,1,1,1,1
3,10,3,4,1287,4,3,4,3,0,2,1,45,1,1,1,3,1,0,0
3,24,3,6,1311,0,1,4,2,2,3,1,26,1,1,1,1,1,1,1
2,10,3,1,1225,2,0,2,3,2,2,0,37,1,1,1,1,1,1,1
1,24,3,3,7721,4,2,1,0,2,2,1,30,1,1,1,1,1,1,0
1,24,3,6,1603,2,3,4,0,2,4,0,55,1,1,1,1,1,0,1
3,42,1,3,4042,1,0,4,3,2,4,3,36,1,1,2,1,1,1,1
3,60,3,4,10366,2,3,2,3,2,4,1,42,1,1,1,0,1,1,1
3,24,1,2,1927,4,0,3,0,2,2,0,33,1,1,2,1,1,1,1
2,15,3,0,2687,2,1,2,3,2,4,1,26,1,2,1,1,1,1,1
0,30,0,3,3496,3,0,4,3,2,2,0,34,2,1,1,1,2,1,1
0,24,1,2,5743,2,2,2,0,2,4,2,24,1,0,2,1,1,1,1
3,15,2,6,1478,2,0,4,2,2,3,3,33,0,1,2,1,1,0,1
0,36,3,9,9398,2,2,1,2,2,4,0,28,1,2,1,0,1,1,1
3,9,1,2,936,1,3,4,3,2,2,0,52,1,1,2,1,1,1,1
1,36,3,3,2712,2,3,2,3,2,2,1,41,0,1,1,1,2,0,1
0,18,1,4,1056,2,3,3,3,1,3,3,30,0,1,2,1,1,0,1
0,48,3,6,3060,2,1,4,3,2,4,3,28,1,1,2,1,1,0,1
3,42,3,6,7166,4,1,2,2,2,4,1,29,1,2,1,1,1,1,1
3,24,1,9,5804,3,0,4,3,2,2,3,27,1,1,2,1,1,0,1
3,12,3,6,1262,2,0,3,3,2,2,0,25,1,1,1,1,1,0,1
1,24,1,6,1231,3,3,4,0,2,4,1,57,1,2,2,0,1,1,1
0,24,2,6,6403,2,2,1,3,2,2,0,33,1,1,1,1,1,0,1
3,12,1,3,1592,3,1,3,0,2,2,1,35,1,1,1,1,1,0,0
3,24,3,8,937,2,2,4,2,2,3,0,27,1,1,2,3,1,0,1
0,18,2,7,6204,2,0,2,3,2,4,3,44,1,1,1,3,2,1,1
0,10,3,4,7308,2,4,2,3,2,4,2,70,0,0,1,0,1,1,1
1,48,3,0,4308,2,2,3,0,2,4,1,24,1,2,1,1,1,0,1
1,12,3,2,1200,4,0,4,0,2,4,1,23,0,2,1,1,1,1,1
3,6,4,4,1204,0,0,4,3,2,1,2,35,0,2,1,1,1,0,0
0,24,3,4,2718,2,0,3,0,2,4,1,20,1,2,1,3,1,1,1
0,9,1,3,1919,2,1,4,3,2,3,0,35,1,2,1,1,1,1,1
1,24,3,3,2996,4,0,2,2,2,4,0,20,1,1,1,1,1,0,1
0,10,0,6,1048,2,0,4,3,2,4,3,23,2,1,1,3,1,0,1
1,13,1,0,1797,2,2,3,3,2,1,1,28,0,1,2,3,1,0,1
0,30,3,6,2991,4,3,2,0,2,4,0,25,1,1,1,1,1,0,1
0,24,3,4,1355,2,2,3,0,2,4,0,25,1,1,1,3,1,1,1
3,36,1,9,5711,3,3,4,3,2,2,0,38,1,1,2,0,1,1,1
0,24,2,3,2064,2,4,3,0,2,2,1,34,1,1,1,0,1,1,1
0,30,4,0,4280,0,0,4,0,2,4,0,26,1,2,2,3,1,0,1
2,12,0,0,609,2,2,4,0,2,1,3,26,1,1,1,2,1,0,1
