age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
38,admin.,divorced,secondary,no,1533,yes,no,cellular,12,may,366,1,172,4,success,no
30,management,single,tertiary,no,112,yes,yes,cellular,12,may,451,2,349,2,failure,no
53,admin.,single,secondary,no,545,yes,no,cellular,12,may,305,1,370,1,failure,no
47,services,married,secondary,no,216,yes,no,cellular,12,may,104,3,371,2,failure,no
54,retired,divorced,tertiary,no,349,yes,no,cellular,12,may,176,2,175,1,failure,no
43,admin.,divorced,secondary,no,1076,yes,no,cellular,12,may,223,1,363,1,failure,no
45,blue-collar,married,primary,no,491,yes,yes,cellular,12,may,63,5,370,1,other,no
33,entrepreneur,married,secondary,no,1034,yes,no,cellular,12,may,23,6,295,6,failure,no
31,housemaid,married,tertiary,no,2190,yes,no,telephone,12,may,25,6,258,18,other,no
53,blue-collar,married,secondary,no,-108,yes,no,cellular,12,may,11,12,175,3,other,no
41,blue-collar,married,secondary,no,598,yes,no,cellular,12,may,69,3,364,11,failure,no
50,blue-collar,married,secondary,no,173,yes,no,cellular,12,may,7,5,342,15,other,no
36,management,single,tertiary,no,687,yes,no,cellular,12,may,43,1,347,2,failure,no
48,services,divorced,secondary,no,-361,yes,no,cellular,12,may,1062,3,349,3,other,yes
43,admin.,married,secondary,no,323,yes,yes,cellular,12,may,43,3,369,2,failure,no
60,retired,divorced,tertiary,no,-134,no,no,cellular,12,may,243,1,271,4,failure,no
29,entrepreneur,single,tertiary,no,135,yes,no,cellular,12,may,245,1,356,1,failure,no
33,blue-collar,single,secondary,no,1794,yes,no,cellular,12,may,360,1,173,1,other,no
33,blue-collar,single,secondary,no,38,yes,no,telephone,12,may,139,4,371,1,other,no
40,housemaid,divorced,secondary,no,1194,yes,no,cellular,12,may,517,1,173,2,failure,no
41,admin.,married,secondary,no,1535,yes,no,cellular,12,may,261,1,363,1,success,no
38,services,married,secondary,no,1616,yes,no,telephone,12,may,168,5,288,3,failure,no
40,blue-collar,married,primary,no,106,yes,no,cellular,12,may,23,1,370,1,failure,no
30,admin.,married,secondary,no,265,yes,no,cellular,12,may,342,1,354,2,failure,no
43,blue-collar,married,primary,no,188,yes,no,cellular,12,may,58,3,347,5,failure,no
54,services,divorced,secondary,no,1012,yes,no,cellular,12,may,33,3,175,2,other,no
43,blue-collar,single,secondary,no,24,no,no,cellular,12,may,68,1,363,1,failure,no
39,blue-collar,married,primary,no,476,yes,no,cellular,12,may,212,1,349,4,failure,no
37,admin.,divorced,secondary,no,1573,yes,no,cellular,12,may,639,3,326,10,failure,no
43,blue-collar,married,primary,no,-404,yes,yes,cellular,12,may,205,2,306,1,failure,no
47,services,married,secondary,no,311,yes,yes,cellular,12,may,238,1,301,3,failure,no
53,management,married,secondary,no,218,yes,no,cellular,12,may,27,6,344,12,failure,no
49,management,married,tertiary,no,666,yes,no,cellular,12,may,337,1,309,6,failure,no
30,self-employed,married,secondary,no,8563,yes,no,cellular,12,may,109,1,351,4,other,no
41,unemployed,married,secondary,no,277,yes,no,cellular,12,may,152,3,351,2,failure,no
32,technician,married,secondary,no,522,yes,yes,cellular,12,may,272,5,258,4,failure,no
44,blue-collar,married,primary,no,103,yes,no,cellular,12,may,79,1,329,2,failure,no
30,services,single,secondary,no,-158,yes,no,cellular,12,may,426,1,370,2,failure,yes
34,blue-collar,married,secondary,no,-53,yes,no,cellular,12,may,196,2,357,1,failure,no
46,blue-collar,married,secondary,no,66,yes,no,cellular,12,may,211,1,364,3,failure,no
49,technician,married,secondary,no,425,yes,no,cellular,12,may,816,1,342,4,failure,no
34,admin.,single,secondary,no,151,yes,no,cellular,12,may,590,1,370,1,other,yes
34,admin.,divorced,secondary,no,151,yes,no,cellular,12,may,131,1,361,1,other,no
42,technician,single,tertiary,no,-411,yes,no,cellular,12,may,78,5,292,3,failure,no
45,blue-collar,married,primary,no,0,yes,yes,cellular,12,may,36,3,172,5,failure,no
30,services,single,secondary,no,194,yes,no,cellular,12,may,74,3,301,3,other,no
55,admin.,married,secondary,no,859,no,no,telephone,12,may,148,6,308,1,failure,no
36,management,married,secondary,no,339,yes,no,cellular,12,may,279,1,354,1,failure,no
52,admin.,divorced,secondary,no,3029,yes,yes,cellular,12,may,65,2,285,2,failure,no
48,admin.,divorced,secondary,no,162,yes,no,cellular,12,may,83,1,368,4,failure,no
51,blue-collar,married,primary,no,480,yes,no,cellular,12,may,189,1,326,5,failure,no
28,admin.,single,secondary,no,242,yes,yes,cellular,12,may,256,1,349,1,failure,no
37,services,married,secondary,no,1543,yes,no,cellular,12,may,451,4,85,2,success,no
27,management,single,tertiary,no,498,yes,no,cellular,12,may,191,1,369,3,failure,no
37,blue-collar,married,secondary,no,342,yes,no,cellular,12,may,340,2,175,1,failure,no
39,blue-collar,married,primary,no,467,yes,no,cellular,12,may,7,5,285,30,other,no
41,blue-collar,single,secondary,no,1564,yes,no,cellular,12,may,493,10,362,1,other,no
39,management,single,tertiary,no,5073,yes,no,cellular,12,may,1182,1,286,4,failure,yes
36,technician,divorced,secondary,no,69,yes,no,cellular,12,may,61,2,369,3,failure,no
51,blue-collar,married,primary,no,42,yes,no,cellular,12,may,51,2,342,3,failure,no
38,admin.,single,secondary,no,883,yes,no,cellular,12,may,95,1,327,9,other,no
39,admin.,married,secondary,no,607,yes,no,cellular,12,may,454,2,364,3,failure,yes
32,blue-collar,married,secondary,no,1787,yes,no,cellular,12,may,87,4,357,4,failure,no
33,management,married,secondary,no,2858,yes,yes,cellular,12,may,175,1,298,5,failure,no
45,blue-collar,married,primary,no,353,yes,no,cellular,12,may,204,1,364,1,failure,no
39,management,single,tertiary,no,202,yes,no,cellular,12,may,59,1,301,1,other,no
37,blue-collar,married,secondary,no,-251,yes,no,cellular,12,may,146,3,370,1,failure,no
37,blue-collar,married,secondary,no,3420,yes,no,cellular,12,may,77,1,301,2,failure,no
44,services,single,secondary,no,492,yes,no,cellular,12,may,56,1,361,2,other,no
36,entrepreneur,single,primary,no,5,no,no,cellular,12,may,396,1,172,3,failure,no
32,housemaid,married,secondary,no,0,yes,no,cellular,12,may,549,1,368,2,failure,no
39,blue-collar,single,secondary,no,175,no,no,cellular,12,may,17,1,365,2,other,no
37,services,married,secondary,no,42,yes,no,cellular,12,may,107,3,369,4,failure,no
39,management,single,tertiary,no,0,yes,no,cellular,12,may,561,4,369,3,failure,no
47,services,married,secondary,no,367,yes,no,cellular,12,may,309,1,306,4,success,yes
42,management,married,tertiary,no,0,no,yes,telephone,12,may,139,3,361,4,failure,no
59,admin.,married,secondary,no,92,yes,no,cellular,12,may,139,2,350,1,failure,no
35,blue-collar,single,secondary,no,855,yes,no,cellular,12,may,549,1,300,1,success,yes
26,entrepreneur,married,tertiary,no,38,yes,no,cellular,12,may,119,1,294,5,failure,no
40,services,single,secondary,no,1547,yes,no,cellular,12,may,88,2,173,1,success,no
36,blue-collar,married,primary,no,300,yes,no,cellular,12,may,57,1,342,1,failure,no
34,technician,married,secondary,no,210,yes,yes,cellular,12,may,211,2,173,1,failure,no
28,technician,single,secondary,no,1453,yes,no,cellular,12,may,246,1,343,1,other,no
29,management,married,tertiary,no,13186,yes,no,cellular,12,may,322,1,350,2,failure,no
35,admin.,single,secondary,no,10,no,yes,cellular,12,may,357,1,175,4,failure,no
33,admin.,divorced,secondary,no,-417,no,no,cellular,12,may,337,1,347,5,failure,no
51,blue-collar,married,primary,no,1164,yes,no,cellular,12,may,100,1,369,2,failure,no
35,blue-collar,single,secondary,no,68,yes,no,cellular,12,may,334,1,347,6,failure,no
30,blue-collar,single,secondary,no,0,yes,no,cellular,12,may,271,1,349,4,failure,no
35,services,divorced,secondary,no,0,yes,yes,cellular,12,may,95,4,357,1,failure,no
40,management,married,secondary,no,0,yes,no,cellular,12,may,223,4,258,3,failure,no
40,admin.,married,secondary,no,419,yes,yes,cellular,12,may,92,1,369,1,failure,no
56,blue-collar,married,primary,no,373,yes,no,cellular,12,may,179,1,350,1,failure,no
44,blue-collar,married,primary,no,887,yes,no,cellular,12,may,165,2,363,1,failure,no
37,self-employed,divorced,secondary,no,-38,yes,no,cellular,12,may,165,1,175,2,failure,no
47,admin.,married,secondary,no,663,yes,yes,cellular,12,may,409,1,274,6,other,yes
37,services,married,secondary,no,335,yes,no,cellular,12,may,107,2,368,2,failure,no
31,blue-collar,married,primary,no,2581,no,no,cellular,12,may,240,1,365,2,failure,no
46,blue-collar,married,primary,no,804,yes,no,cellular,12,may,1063,2,361,1,success,yes
52,blue-collar,married,primary,no,-637,yes,yes,cellular,12,may,161,5,174,2,failure,no
60,self-employed,married,secondary,no,18,yes,yes,cellular,12,may,399,4,343,1,other,no
37,technician,single,tertiary,no,1894,yes,no,cellular,12,may,1925,1,351,7,other,no
41,blue-collar,divorced,secondary,no,139,yes,no,cellular,12,may,178,3,370,1,failure,no
36,technician,single,secondary,no,75,yes,no,cellular,12,may,485,2,342,4,other,no
49,management,divorced,secondary,no,1598,yes,no,cellular,12,may,76,2,348,1,failure,no
33,management,divorced,tertiary,no,-634,yes,yes,cellular,12,may,163,2,350,1,failure,no
44,management,married,tertiary,no,870,yes,yes,cellular,12,may,118,2,369,1,failure,no
27,admin.,single,secondary,no,292,yes,no,cellular,12,may,53,9,362,8,other,no
37,admin.,single,primary,no,912,yes,no,cellular,12,may,637,3,328,22,other,yes
59,admin.,married,secondary,no,1575,yes,no,cellular,12,may,301,3,263,11,success,no
46,blue-collar,married,primary,no,4170,yes,yes,cellular,12,may,118,2,357,3,failure,no
54,blue-collar,married,secondary,no,143,yes,no,cellular,12,may,278,2,309,5,failure,no
43,blue-collar,married,primary,no,-98,yes,yes,cellular,12,may,112,2,330,3,other,no
38,management,single,tertiary,no,3646,yes,no,cellular,12,may,1710,2,286,1,other,yes
50,admin.,single,secondary,no,5816,yes,no,telephone,12,may,217,1,175,2,failure,no
36,blue-collar,married,secondary,no,98,yes,no,cellular,12,may,415,1,344,1,failure,no
33,admin.,single,secondary,no,-15,no,no,telephone,12,may,326,3,350,2,failure,no
50,blue-collar,divorced,primary,no,15,yes,no,cellular,12,may,173,2,350,7,failure,no
40,management,single,tertiary,no,-50,yes,no,cellular,12,may,306,2,350,1,failure,no
40,services,married,secondary,no,1116,yes,no,cellular,12,may,350,5,286,2,failure,no
40,blue-collar,married,primary,no,1411,yes,no,cellular,12,may,224,2,357,2,failure,no
40,blue-collar,married,secondary,no,327,yes,no,cellular,12,may,474,2,357,1,failure,no
49,blue-collar,married,secondary,no,5058,no,no,cellular,12,may,255,2,357,4,failure,no
30,blue-collar,married,primary,no,190,no,no,telephone,12,may,29,2,370,1,failure,no
43,technician,married,secondary,no,422,yes,no,cellular,12,may,181,2,300,1,failure,no
43,blue-collar,married,primary,no,-25,yes,no,cellular,12,may,254,4,365,2,failure,no
49,blue-collar,married,primary,no,3028,yes,no,cellular,12,may,216,2,259,3,other,no
25,student,single,secondary,no,1116,yes,no,cellular,12,may,85,2,71,3,failure,no
33,services,married,secondary,no,204,yes,yes,cellular,12,may,142,2,357,3,failure,no
41,blue-collar,married,primary,no,5560,yes,no,cellular,12,may,280,2,335,3,failure,no
31,blue-collar,married,primary,no,-199,yes,yes,telephone,12,may,149,5,299,10,failure,no
49,management,divorced,tertiary,no,108,yes,no,cellular,12,may,288,2,350,2,failure,no
40,services,divorced,secondary,no,209,yes,no,cellular,12,may,302,2,344,3,other,no
59,admin.,married,secondary,no,145,yes,no,telephone,12,may,556,2,287,13,success,yes
37,technician,married,secondary,no,64,yes,no,cellular,12,may,239,4,278,2,other,no
31,management,single,tertiary,no,2592,no,no,cellular,12,may,349,2,174,1,failure,no
45,management,married,tertiary,no,677,yes,no,cellular,12,may,253,3,334,2,failure,no
46,admin.,divorced,secondary,no,984,yes,no,cellular,12,may,181,4,369,5,failure,no
55,housemaid,married,secondary,no,167,yes,no,cellular,12,may,178,3,357,7,failure,no
39,blue-collar,married,secondary,no,5092,yes,no,cellular,12,may,206,2,329,6,failure,no
44,blue-collar,single,secondary,no,492,no,yes,cellular,12,may,209,2,351,3,other,no
36,blue-collar,married,primary,no,356,yes,yes,cellular,12,may,692,4,172,4,other,no
58,entrepreneur,married,primary,no,1153,yes,yes,telephone,12,may,206,6,337,6,failure,no
52,retired,married,primary,no,752,yes,no,telephone,12,may,339,4,347,2,failure,no
43,blue-collar,married,primary,no,555,yes,no,cellular,12,may,175,2,369,2,failure,no
38,technician,divorced,secondary,no,5733,yes,no,cellular,12,may,173,8,278,4,failure,no
49,services,married,secondary,no,271,yes,yes,cellular,12,may,541,2,330,2,other,no
48,services,divorced,secondary,no,201,yes,no,cellular,12,may,242,3,371,2,failure,no
60,technician,married,secondary,no,-247,yes,no,telephone,12,may,472,2,351,1,failure,no
40,blue-collar,married,primary,no,2495,yes,no,cellular,12,may,135,2,354,3,other,no
46,blue-collar,married,secondary,no,1583,yes,no,telephone,12,may,175,5,278,7,failure,no
37,technician,married,secondary,no,807,yes,no,cellular,12,may,807,3,172,4,failure,no
33,admin.,single,secondary,no,422,yes,no,cellular,12,may,235,2,361,2,failure,no
39,blue-collar,single,secondary,no,631,yes,no,cellular,12,may,57,2,344,8,other,no
43,blue-collar,married,primary,no,250,yes,no,cellular,12,may,144,5,342,16,failure,no
38,blue-collar,single,primary,no,12130,yes,no,cellular,12,may,455,2,328,13,failure,no
40,services,married,secondary,no,949,yes,no,cellular,12,may,285,3,287,8,failure,no
38,blue-collar,married,primary,no,1455,yes,no,telephone,12,may,101,2,356,2,failure,no
34,blue-collar,married,primary,no,1309,yes,no,cellular,12,may,456,2,364,1,failure,no
40,blue-collar,married,primary,no,332,yes,no,cellular,12,may,339,2,369,3,failure,no
46,services,married,secondary,no,2381,yes,no,telephone,12,may,220,3,363,1,other,no
32,management,single,tertiary,no,933,yes,no,cellular,12,may,147,4,307,1,failure,no
43,management,married,tertiary,no,1158,yes,no,telephone,12,may,236,6,342,1,other,no
40,blue-collar,married,primary,no,1397,yes,no,telephone,12,may,58,2,334,1,failure,no
46,entrepreneur,married,secondary,no,404,yes,no,telephone,12,may,1388,7,347,2,failure,no
38,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,57,5,349,1,other,no
42,blue-collar,married,primary,no,402,no,no,cellular,13,may,31,7,330,17,failure,no
35,technician,single,secondary,no,399,yes,no,cellular,13,may,496,2,345,3,failure,yes
36,admin.,divorced,secondary,no,1089,yes,no,telephone,13,may,83,5,175,4,other,no
28,technician,married,secondary,no,-302,yes,no,cellular,13,may,152,4,366,3,failure,no
46,entrepreneur,single,tertiary,no,1410,yes,no,telephone,13,may,91,5,175,9,failure,no
39,blue-collar,married,primary,no,481,no,no,cellular,13,may,197,3,357,1,other,no
48,blue-collar,married,secondary,no,709,yes,no,cellular,13,may,117,2,278,3,other,no
39,management,married,tertiary,no,942,yes,no,cellular,13,may,564,2,265,4,other,no
37,blue-collar,married,primary,no,37,yes,no,cellular,13,may,24,2,362,1,other,no
57,retired,married,primary,no,13,yes,no,cellular,13,may,164,2,366,2,failure,no
39,blue-collar,married,primary,no,800,yes,no,cellular,13,may,53,5,175,6,failure,no
29,student,single,secondary,no,154,yes,no,cellular,13,may,20,6,358,9,failure,no
38,technician,single,tertiary,no,876,yes,no,cellular,13,may,5,7,355,4,failure,no
31,admin.,single,tertiary,no,253,yes,no,cellular,13,may,82,5,355,4,failure,no
47,blue-collar,single,primary,no,10558,yes,no,cellular,13,may,81,3,174,2,other,no
41,admin.,single,secondary,no,334,yes,no,cellular,13,may,14,4,331,22,other,no
36,blue-collar,married,secondary,no,1088,yes,no,cellular,13,may,77,2,345,2,failure,no
33,services,married,secondary,no,1078,yes,no,cellular,13,may,320,4,175,4,other,no
42,services,married,secondary,no,-141,yes,yes,cellular,13,may,211,3,345,3,failure,no
43,blue-collar,married,secondary,no,3,yes,no,telephone,13,may,26,1,174,2,failure,no
34,management,single,tertiary,no,7263,yes,no,telephone,13,may,38,1,37,1,failure,no
57,retired,divorced,secondary,no,-663,yes,no,cellular,13,may,210,1,351,2,failure,no
27,blue-collar,single,secondary,no,2,no,no,telephone,13,may,15,7,366,10,other,no
33,blue-collar,married,secondary,no,20,yes,yes,cellular,13,may,259,1,370,3,failure,no
40,management,single,tertiary,no,406,yes,no,cellular,13,may,130,1,371,1,failure,no
55,retired,married,secondary,no,918,yes,no,cellular,13,may,87,3,364,1,failure,no
36,blue-collar,married,primary,no,319,yes,no,cellular,13,may,774,2,301,1,failure,yes
32,blue-collar,married,secondary,no,944,no,no,cellular,13,may,231,2,362,1,other,no
33,admin.,married,secondary,no,17,yes,no,cellular,13,may,74,1,351,1,failure,no
40,blue-collar,single,secondary,no,82,yes,no,cellular,13,may,135,6,370,5,failure,no
32,management,single,tertiary,no,7444,yes,yes,cellular,13,may,22,1,370,1,failure,no
46,blue-collar,married,primary,no,512,no,no,telephone,13,may,32,1,301,1,failure,no
34,admin.,married,primary,no,412,yes,no,cellular,13,may,217,1,287,2,failure,no
51,services,single,secondary,no,516,yes,no,cellular,13,may,370,1,363,1,failure,no
30,technician,single,secondary,no,115,no,no,cellular,13,may,152,1,351,1,failure,no
32,services,single,secondary,no,481,yes,no,cellular,13,may,150,3,174,4,failure,no
38,technician,single,secondary,no,864,yes,no,cellular,13,may,364,1,348,1,failure,no
28,blue-collar,single,primary,no,431,yes,no,cellular,13,may,68,2,363,2,failure,no
38,technician,single,secondary,no,61,yes,no,cellular,13,may,109,1,359,8,failure,no
33,management,divorced,tertiary,no,312,yes,yes,cellular,13,may,23,1,359,3,failure,no
31,blue-collar,single,secondary,no,397,yes,no,telephone,13,may,134,1,350,7,failure,no
42,unemployed,married,primary,yes,-581,yes,no,cellular,13,may,224,1,370,2,failure,no
27,management,single,tertiary,no,321,yes,no,cellular,13,may,173,2,307,1,other,no
32,services,married,secondary,no,413,yes,no,telephone,13,may,67,1,365,1,failure,no
49,blue-collar,single,secondary,no,725,yes,no,cellular,13,may,29,6,348,4,other,no
37,services,married,secondary,no,393,yes,yes,cellular,13,may,95,1,357,1,failure,no
37,blue-collar,divorced,secondary,no,719,yes,no,cellular,13,may,118,1,365,1,failure,no
28,blue-collar,single,secondary,yes,-2,yes,yes,cellular,13,may,172,2,364,5,failure,no
50,management,married,tertiary,no,2809,yes,no,cellular,13,may,200,2,259,9,failure,no
36,technician,single,secondary,no,2151,yes,no,cellular,13,may,134,1,370,1,failure,no
51,blue-collar,married,primary,no,40,yes,no,cellular,13,may,79,1,370,1,failure,no
50,management,divorced,tertiary,no,100,yes,yes,cellular,13,may,157,1,299,3,failure,no
23,services,married,secondary,no,14,yes,yes,telephone,13,may,19,8,358,1,failure,no
39,blue-collar,married,secondary,no,1419,yes,no,cellular,13,may,9,12,349,1,other,no
33,blue-collar,married,secondary,no,1905,yes,no,cellular,13,may,39,1,301,2,success,no
39,technician,divorced,secondary,no,807,yes,yes,cellular,13,may,69,1,260,6,failure,no
38,management,single,tertiary,no,15030,yes,no,cellular,13,may,167,1,174,7,other,no
58,blue-collar,married,secondary,no,6004,yes,no,cellular,13,may,133,1,274,6,failure,no
35,blue-collar,married,secondary,no,1831,yes,no,cellular,13,may,96,2,358,2,failure,no
39,technician,single,secondary,no,0,yes,no,cellular,13,may,6,7,175,4,other,no
55,management,divorced,tertiary,no,2171,yes,yes,telephone,13,may,318,5,176,1,success,no
35,blue-collar,married,secondary,no,233,yes,no,cellular,13,may,66,1,176,1,failure,no
37,services,married,secondary,no,655,no,no,cellular,13,may,272,1,342,2,other,no
31,self-employed,married,secondary,no,131,yes,no,cellular,13,may,294,1,370,1,failure,no
55,blue-collar,married,primary,no,-636,yes,no,telephone,13,may,15,5,348,3,failure,no
33,technician,married,secondary,no,221,yes,no,cellular,13,may,669,1,355,4,failure,yes
33,management,divorced,tertiary,no,219,yes,no,cellular,13,may,93,1,301,1,failure,no
30,blue-collar,married,secondary,no,975,yes,no,cellular,13,may,256,2,351,2,failure,no
42,blue-collar,married,secondary,no,2157,yes,no,cellular,13,may,149,1,364,2,failure,no
50,blue-collar,married,primary,no,0,yes,no,cellular,13,may,131,1,364,2,failure,no
44,unemployed,divorced,secondary,no,2108,yes,no,cellular,13,may,152,2,369,1,other,no
38,services,single,primary,no,3715,yes,no,telephone,13,may,41,2,327,17,failure,no
32,blue-collar,married,primary,no,50,yes,no,cellular,13,may,275,1,370,2,failure,no
28,admin.,divorced,secondary,no,451,yes,no,cellular,13,may,302,1,301,1,success,yes
32,technician,married,secondary,no,-684,yes,no,cellular,13,may,11,8,299,3,other,no
41,technician,single,primary,no,340,yes,no,cellular,13,may,262,1,349,1,failure,no
36,blue-collar,married,primary,no,828,no,no,cellular,13,may,1512,1,345,8,failure,yes
45,entrepreneur,married,primary,no,58,yes,no,telephone,13,may,119,3,371,3,failure,no
24,student,single,secondary,no,493,yes,no,cellular,13,may,85,4,358,1,other,no
32,blue-collar,single,secondary,no,2137,no,no,cellular,13,may,423,1,349,1,failure,no
50,blue-collar,married,primary,no,953,yes,no,cellular,13,may,315,1,364,2,failure,no
32,technician,married,tertiary,no,1503,yes,yes,cellular,13,may,44,1,278,2,failure,no
43,management,divorced,tertiary,no,497,no,no,cellular,13,may,66,1,363,22,failure,no
33,management,married,secondary,no,350,yes,no,cellular,13,may,205,1,350,2,failure,no
34,blue-collar,single,secondary,no,2764,yes,no,cellular,13,may,158,1,357,1,failure,no
52,blue-collar,married,secondary,no,7180,yes,no,cellular,13,may,276,1,364,1,success,no
50,admin.,married,primary,no,246,yes,no,cellular,13,may,234,2,299,5,failure,no
39,blue-collar,married,primary,no,3419,yes,no,cellular,13,may,155,1,327,5,failure,no
27,blue-collar,divorced,secondary,no,0,yes,no,telephone,13,may,363,1,359,3,failure,no
42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,951,3,370,4,failure,yes
50,housemaid,married,secondary,no,7317,yes,no,cellular,13,may,172,1,370,1,failure,no
39,management,married,tertiary,no,141,yes,no,cellular,13,may,788,2,331,6,other,no
27,student,single,secondary,no,268,yes,no,cellular,13,may,528,1,358,2,failure,no
38,admin.,single,secondary,no,18,no,no,cellular,13,may,296,1,366,6,failure,no
35,blue-collar,married,secondary,no,247,yes,yes,cellular,13,may,114,1,352,5,failure,no
35,admin.,married,secondary,no,34,yes,no,cellular,13,may,249,2,365,3,failure,no
52,blue-collar,married,secondary,no,33,no,yes,cellular,13,may,204,1,331,3,success,no
36,services,married,primary,no,413,yes,no,telephone,13,may,60,1,176,1,failure,no
42,entrepreneur,married,primary,no,759,yes,no,telephone,13,may,80,1,343,10,failure,no
37,management,married,tertiary,no,596,yes,no,cellular,13,may,281,1,345,2,failure,no
29,management,single,tertiary,no,0,yes,no,cellular,13,may,155,1,351,1,failure,no
28,technician,single,secondary,no,584,yes,no,cellular,13,may,354,1,370,2,failure,no
32,blue-collar,married,secondary,no,1779,yes,no,cellular,13,may,191,1,342,2,failure,no
35,blue-collar,married,secondary,no,577,no,no,cellular,13,may,55,1,364,1,failure,no
50,management,married,secondary,no,42,yes,no,cellular,13,may,85,2,265,4,other,no
41,blue-collar,married,secondary,no,121,yes,no,cellular,13,may,16,6,176,5,other,no
40,blue-collar,divorced,primary,no,54,yes,no,cellular,13,may,10,5,362,3,other,no
40,blue-collar,married,secondary,no,1023,yes,no,cellular,13,may,64,5,336,11,other,no
36,blue-collar,married,primary,no,1993,yes,yes,cellular,13,may,174,1,359,2,other,no
31,admin.,single,secondary,no,387,yes,no,cellular,13,may,228,2,370,1,failure,no
39,admin.,married,secondary,no,145,yes,yes,cellular,13,may,337,3,330,6,other,no
32,unemployed,married,primary,no,309,yes,no,telephone,13,may,185,1,370,3,failure,no
44,blue-collar,married,primary,no,186,yes,no,cellular,13,may,152,1,370,1,failure,no
32,management,single,secondary,no,-119,yes,no,cellular,13,may,231,1,370,1,other,no
44,blue-collar,married,secondary,no,1311,yes,no,cellular,13,may,184,1,364,1,failure,no
35,blue-collar,married,primary,no,455,yes,no,cellular,13,may,573,7,327,3,failure,no
31,management,married,tertiary,no,623,yes,no,cellular,13,may,96,2,349,5,failure,no
37,management,married,tertiary,no,1852,no,no,cellular,13,may,117,2,370,1,failure,no
44,blue-collar,divorced,primary,no,25,yes,no,cellular,13,may,201,1,344,7,failure,no
40,self-employed,married,primary,no,2077,yes,no,cellular,13,may,363,1,173,24,other,no
48,blue-collar,married,secondary,no,-85,yes,no,cellular,13,may,56,1,343,1,other,no
43,blue-collar,married,secondary,no,171,yes,no,cellular,13,may,96,1,364,1,failure,no
25,technician,single,tertiary,no,1954,yes,yes,cellular,13,may,66,1,351,1,failure,no
53,admin.,married,secondary,no,8892,yes,no,cellular,13,may,177,1,174,1,failure,no
34,management,single,tertiary,no,76,yes,no,cellular,13,may,747,2,371,3,failure,yes
47,management,divorced,tertiary,no,-49,yes,no,cellular,13,may,14,6,327,23,failure,no
36,blue-collar,divorced,secondary,no,52,yes,no,cellular,13,may,152,1,348,1,failure,no
50,blue-collar,married,primary,no,216,yes,no,telephone,13,may,137,1,369,2,failure,no
51,blue-collar,married,primary,no,3185,yes,no,cellular,13,may,154,1,174,2,failure,no
28,housemaid,married,secondary,yes,65,yes,yes,cellular,13,may,165,1,300,1,failure,no
47,blue-collar,married,primary,no,-287,yes,no,cellular,13,may,201,1,348,3,failure,no
32,services,married,secondary,no,28,yes,no,cellular,13,may,88,1,370,1,failure,no
37,management,single,tertiary,no,1339,yes,no,cellular,13,may,96,6,173,4,other,no
36,technician,married,secondary,no,55,yes,no,cellular,13,may,38,2,369,4,failure,no
45,blue-collar,married,secondary,no,192,yes,no,cellular,13,may,154,5,176,1,other,no
31,blue-collar,married,primary,no,1127,yes,no,telephone,13,may,43,1,349,1,failure,no
35,services,single,secondary,no,143,yes,yes,cellular,13,may,68,1,369,2,other,no
59,management,married,secondary,no,771,no,no,telephone,13,may,125,2,370,3,failure,no
36,management,married,tertiary,no,481,yes,no,cellular,13,may,215,1,175,3,failure,no
32,management,single,secondary,no,416,yes,no,cellular,13,may,290,1,176,2,failure,no
38,blue-collar,single,secondary,no,3344,yes,no,cellular,13,may,143,1,352,5,failure,no
40,services,married,secondary,no,-378,yes,yes,cellular,13,may,541,1,295,6,failure,no
34,blue-collar,married,secondary,no,7063,yes,no,cellular,13,may,309,1,350,9,failure,no
37,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,54,1,300,1,failure,no
30,services,divorced,secondary,no,341,yes,no,cellular,13,may,54,1,174,1,success,no
41,admin.,married,secondary,no,158,yes,no,cellular,13,may,426,1,50,2,failure,no
44,blue-collar,divorced,secondary,no,338,yes,no,cellular,13,may,133,1,370,1,failure,no
33,services,married,secondary,no,162,yes,no,cellular,13,may,135,1,364,2,failure,no
30,admin.,married,secondary,no,396,yes,no,cellular,13,may,366,3,348,2,failure,yes
32,services,married,secondary,no,1670,no,no,cellular,13,may,223,1,299,2,failure,no
37,housemaid,divorced,secondary,no,1040,yes,no,cellular,13,may,199,1,173,2,failure,no
47,blue-collar,married,primary,no,-169,no,yes,cellular,13,may,234,1,349,3,failure,no
43,self-employed,divorced,secondary,no,484,yes,no,cellular,13,may,180,2,173,6,failure,no
34,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,68,4,357,3,success,no
59,blue-collar,married,primary,no,-91,yes,no,cellular,13,may,239,1,369,5,failure,no
56,management,divorced,primary,no,26,yes,no,cellular,13,may,194,4,359,2,other,no
37,blue-collar,married,secondary,no,513,yes,no,cellular,13,may,134,1,362,3,failure,no
32,management,divorced,tertiary,no,1804,yes,no,cellular,13,may,122,1,355,1,failure,no
37,management,single,tertiary,no,0,yes,no,cellular,13,may,109,1,344,1,failure,no
37,blue-collar,married,secondary,no,198,yes,no,cellular,13,may,156,5,369,2,failure,no
